user_id,item_id,cat_id,seller_id,brand_id,time_stamp,action_type
328862,698158,1505,3828,1446.0,526,0
328862,81766,614,4605,7622.0,801,0
328862,313424,614,4043,7178.0,1013,0
328862,218471,302,3828,1446.0,526,0
328862,81766,614,4605,7622.0,801,0
328862,751744,602,420,4953.0,801,0
328862,440930,1271,2882,2661.0,829,0
328862,575153,1271,2882,2661.0,829,3
328862,623866,1271,2882,2661.0,829,3
328862,880162,1271,2882,2661.0,829,0
328862,1021873,1271,2882,2661.0,829,0
328862,1091221,1271,591,418.0,829,0
328862,1110047,1271,2882,2661.0,829,0
328862,418334,1271,2882,2661.0,829,0
328862,547309,1467,1253,7907.0,829,0
328862,575153,1271,2882,2661.0,829,0
328862,291985,656,2882,2661.0,829,0
328862,582564,1271,2882,2661.0,829,0
328862,985405,656,2882,2661.0,829,0
328862,216494,1271,2882,2661.0,829,0
328862,364513,1271,2882,2661.0,829,0
328862,328577,1095,883,1647.0,829,0
328862,845130,1467,2882,2661.0,829,0
328862,351462,1553,3925,2031.0,829,0
328862,22064,1271,2882,2661.0,829,0
328862,439895,1467,1253,328.0,829,0
328862,1047122,1271,2882,2661.0,829,0
328862,315621,1271,1253,7907.0,829,0
328862,216494,1271,2882,2661.0,829,0
328862,709455,1271,2882,2661.0,829,0
328862,832524,1467,2882,2661.0,829,0
328862,447269,154,883,1647.0,829,0
328862,702304,821,1138,4104.0,823,0
328862,336583,662,4924,856.0,615,0
328862,577161,662,4094,7749.0,615,0
328862,42828,1397,3354,883.0,615,0
328862,157010,1095,883,1647.0,615,0
328862,484676,267,3073,8126.0,1002,2
328862,1024236,1577,1138,4104.0,1002,0
328862,99493,387,1138,4104.0,1002,0
328862,251929,1438,639,1565.0,1002,0
328862,484676,267,3073,8126.0,1002,0
328862,251929,1438,639,1565.0,1002,2
328862,484676,267,3073,8126.0,1002,2
328862,251929,1438,639,1565.0,1002,2
328862,484676,267,3073,8126.0,1002,2
328862,484676,267,3073,8126.0,1002,2
328862,484676,267,3073,8126.0,1002,2
328862,267067,1208,1200,2276.0,906,0
328862,267067,1208,1200,2276.0,906,2
328862,267067,1208,1200,2276.0,906,0
328862,267067,1208,1200,2276.0,906,2
328862,499898,614,4605,7622.0,711,0
328862,1068751,56,4488,5625.0,520,0
328862,73839,1505,2720,1005.0,619,0
328862,609965,1118,167,6065.0,723,0
328862,428643,662,461,1859.0,727,3
328862,197818,662,461,1859.0,727,0
328862,834814,662,461,1859.0,727,0
328862,169025,1577,3828,1446.0,620,0
328862,359016,1271,4438,2427.0,620,0
328862,43421,833,3719,4771.0,619,0
328862,169025,1577,3828,1446.0,619,2
328862,712703,1238,3828,1446.0,619,0
328862,169025,1577,3828,1446.0,619,0
328862,488385,833,1692,2235.0,619,0
328862,842597,1553,1138,4104.0,1102,0
328862,217103,389,1138,4104.0,1102,0
328862,431009,1577,3828,1446.0,1102,0
328862,161758,748,1138,4104.0,1102,0
328862,258882,1142,1138,4104.0,1102,0
328862,156988,1095,1138,4104.0,1102,0
328862,352135,662,461,1859.0,727,0
328862,244223,662,461,1859.0,727,0
328862,202407,662,461,1859.0,727,0
328862,1026544,1467,437,801.0,727,0
328862,202407,662,461,1859.0,727,0
328862,263868,662,461,1859.0,727,0
328862,819025,1577,461,1859.0,727,0
328862,920806,662,461,1859.0,727,0
328862,428643,662,461,1859.0,727,0
328862,348356,662,461,1859.0,727,0
328862,73392,662,461,1859.0,727,0
328862,1014024,662,461,1859.0,727,0
328862,629649,662,461,1859.0,727,0
328862,629649,662,461,1859.0,727,0
328862,274189,662,461,1859.0,727,0
328862,428643,662,461,1859.0,727,0
328862,971563,1467,1003,2593.0,1026,0
328862,971563,1467,1003,2593.0,1026,0
328862,294555,267,1867,3243.0,1026,0
328862,506491,389,1138,4104.0,1102,0
328862,636524,1591,1138,4104.0,823,0
328862,972269,154,1138,4104.0,823,0
328862,162308,387,1138,4104.0,823,0
328862,702304,821,1138,4104.0,823,0
328862,482931,1591,1138,4104.0,823,0
328862,702304,821,1138,4104.0,823,2
328862,401830,1397,1138,4104.0,820,0
328862,866829,662,1138,4104.0,820,0
328862,257104,1397,1138,4104.0,820,0
328862,741932,387,1138,4104.0,820,0
328862,362266,1577,2412,4801.0,601,0
328862,787310,895,3948,735.0,927,0
328862,469250,407,4109,511.0,708,0
328862,1094497,407,4109,511.0,708,0
328862,1094497,407,4109,511.0,708,2
328862,711042,1095,2412,4801.0,708,0
328862,805378,407,4109,511.0,708,0
328862,896716,407,4109,511.0,708,0
328862,1094497,407,4109,511.0,708,0
328862,406349,1280,2700,5476.0,1111,0
328862,406349,1280,2700,5476.0,1111,0
328862,807126,1181,1963,6109.0,1111,0
328862,406349,1280,2700,5476.0,1111,2
328862,406349,1280,2700,5476.0,1111,0
328862,406349,1280,2700,5476.0,1111,0
328862,1094497,407,4109,511.0,708,0
328862,675927,407,4109,511.0,708,0
328862,43799,407,4109,511.0,708,0
328862,896776,407,4109,511.0,708,0
328862,731269,833,2217,3012.0,708,0
328862,941328,1397,4688,4623.0,625,0
328862,406349,1280,2700,5476.0,1111,0
328862,406349,1280,2700,5476.0,1111,0
328862,406349,1280,2700,5476.0,1111,0
328862,443739,138,4877,1954.0,1012,0
328862,556215,821,3925,2031.0,721,0
328862,476545,1326,2479,5553.0,712,0
328862,376294,1326,2479,5553.0,712,0
328862,601596,737,2479,5553.0,712,0
328862,633173,737,2479,5553.0,712,0
328862,621602,737,2479,5553.0,712,0
328862,376294,1326,2479,5553.0,712,0
328862,376294,1326,2479,5553.0,712,0
328862,839044,1326,2479,5553.0,712,0
328862,376294,1326,2479,5553.0,712,0
328862,376294,1326,2479,5553.0,712,0
328862,514704,407,4109,511.0,708,0
328862,514704,407,4109,511.0,708,0
328862,469250,407,4109,511.0,708,0
328862,514704,407,4109,511.0,708,2
328862,206882,387,3354,883.0,601,0
328862,587603,821,2412,4801.0,601,0
328862,132892,1095,2412,4801.0,601,0
328862,745630,1604,3354,883.0,601,0
328862,156921,387,3354,883.0,601,0
328862,276320,821,3354,883.0,601,0
328862,468087,387,1138,4104.0,820,0
328862,505977,154,1138,4104.0,820,0
328862,105408,821,1138,4104.0,820,0
328862,682964,154,1138,4104.0,820,0
328862,669851,387,1138,4104.0,820,0
328862,34034,1591,1138,4104.0,820,0
328862,431931,154,1138,4104.0,820,0
328862,745,1577,1138,4104.0,820,0
328862,679759,387,1138,4104.0,820,0
328862,706347,387,1138,4104.0,820,0
328862,449288,154,1138,4104.0,820,0
328862,338981,154,1138,4104.0,820,0
328862,639055,1397,1138,4104.0,820,0
328862,1079313,662,1138,4104.0,820,0
328862,669851,387,1138,4104.0,820,0
328862,33262,602,420,4953.0,826,0
328862,698318,737,3459,2683.0,1022,2
328862,698318,737,3459,2683.0,1022,0
328862,949741,1591,1138,4104.0,810,0
328862,305902,821,461,1859.0,810,0
328862,706347,387,1138,4104.0,810,0
328862,1021984,1525,2667,4926.0,810,0
328862,1021984,1525,2667,4926.0,810,2
328862,1021984,1525,2667,4926.0,810,0
328862,468087,387,1138,4104.0,810,0
328862,151921,387,1138,4104.0,810,0
328862,265454,662,461,1859.0,810,0
328862,1021984,1525,2667,4926.0,810,0
328862,326321,1326,3459,2683.0,1022,0
328862,698318,737,3459,2683.0,1022,0
328862,698318,737,3459,2683.0,1022,0
328862,326321,1326,3459,2683.0,1022,2
328862,326321,1326,3459,2683.0,1022,0
328862,698318,737,3459,2683.0,1022,0
328862,326321,1326,3459,2683.0,1022,0
328862,676090,119,4043,7178.0,611,0
328862,676090,119,4043,7178.0,611,0
328862,161902,662,1102,1214.0,611,0
328862,676090,119,4043,7178.0,611,2
328862,1037674,1238,1102,1214.0,611,0
328862,745558,387,1138,4104.0,810,0
328862,669851,387,1138,4104.0,810,0
328862,698318,737,3459,2683.0,1022,0
328862,698318,737,3459,2683.0,1022,0
328862,326321,1326,3459,2683.0,1022,0
328862,567850,737,3459,2683.0,1022,0
328862,685024,845,2667,1962.0,810,2
328862,119898,602,420,4953.0,826,0
328862,819507,602,420,4953.0,826,0
328862,702304,821,1138,4104.0,826,0
328862,958644,1095,3828,1446.0,728,0
328862,408039,821,1138,4104.0,728,0
328862,189490,662,3828,1446.0,728,0
328862,697491,662,3828,1446.0,728,0
328862,92347,662,465,1797.0,728,0
328862,296809,662,3828,1446.0,728,0
328862,679003,821,3828,1446.0,728,0
328862,372369,1397,3828,1446.0,728,0
328862,372369,1397,3828,1446.0,728,0
328862,482931,1591,1138,4104.0,728,0
328862,733181,662,1138,4104.0,728,0
328862,1002584,302,3828,1446.0,728,0
328862,108287,1271,437,801.0,528,0
328862,256805,664,789,1552.0,1007,0
328862,530611,1271,4257,6742.0,528,0
328862,992655,1467,623,7047.0,528,0
328862,906495,1271,3950,4052.0,528,0
328862,455221,1271,437,801.0,528,0
328862,693014,1188,3679,8461.0,621,0
328862,1077249,1505,944,7370.0,621,0
328862,693014,1188,3679,8461.0,621,0
328862,693014,1188,3679,8461.0,621,0
328862,693014,1188,3679,8461.0,621,2
328862,693014,1188,3679,8461.0,621,0
328862,831881,36,3112,809.0,621,0
328862,693014,1188,3679,8461.0,621,0
328862,1084285,1188,1687,6296.0,621,0
328862,693014,1188,3679,8461.0,621,0
328862,693014,1188,3679,8461.0,621,0
328862,831881,36,3112,809.0,621,2
328862,693014,1188,3679,8461.0,621,0
328862,693014,1188,3679,8461.0,621,0
328862,693014,1188,3679,8461.0,621,0
328862,249435,1188,3679,8461.0,621,0
328862,472412,985,1688,1039.0,812,0
328862,696448,464,3373,5148.0,525,0
328862,985000,464,1742,7885.0,525,0
328862,845746,464,1742,7885.0,525,2
328862,942560,464,3373,5148.0,525,0
328862,226057,464,3373,5148.0,525,0
328862,845746,464,1742,7885.0,525,0
328862,637637,662,3828,1446.0,728,0
328862,477050,662,1138,4104.0,728,0
328862,696163,1095,3828,1446.0,728,0
328862,81302,302,3828,1446.0,728,0
328862,554034,662,3828,1446.0,728,0
328862,881947,662,1138,4104.0,728,0
328862,482931,1591,1138,4104.0,728,0
328862,638263,1397,3828,1446.0,728,0
328862,548082,821,3828,1446.0,728,0
328862,671405,662,3828,1446.0,728,0
328862,123379,1095,1138,4104.0,728,0
328862,482931,1591,1138,4104.0,728,0
328862,542325,662,3828,1446.0,728,0
328862,451956,662,3828,1446.0,728,0
328862,381779,1577,1138,4104.0,728,0
328862,502970,1591,1138,4104.0,728,0
328862,665481,1397,3828,1446.0,728,0
328862,599521,1505,3828,1446.0,728,0
328862,451956,662,3828,1446.0,728,0
328862,712156,662,3828,1446.0,728,0
328862,542806,1397,3828,1446.0,728,0
328862,694607,662,3828,1446.0,728,0
328862,608402,1397,3828,1446.0,728,0
328862,866433,662,3828,1446.0,728,0
328862,172030,662,1138,4104.0,728,0
328862,294878,821,3828,1446.0,728,0
328862,694607,662,3828,1446.0,728,0
328862,406459,662,3828,1446.0,728,0
328862,913584,1505,3828,1446.0,728,0
328862,592310,821,1138,4104.0,728,0
328862,986603,302,3828,1446.0,728,0
328862,1002584,302,3828,1446.0,728,0
328862,1097257,384,3828,1446.0,728,0
328862,516503,662,1138,4104.0,728,0
328862,296339,1397,1138,4104.0,728,0
328862,845303,302,3828,1446.0,728,0
328862,952255,662,1138,4104.0,728,0
328862,593557,1397,3828,1446.0,728,0
328862,694607,662,3828,1446.0,728,0
328862,841339,662,1138,4104.0,728,0
328862,622867,1095,3828,1446.0,728,0
328862,636524,1591,1138,4104.0,728,0
328862,451956,662,3828,1446.0,728,0
328862,1002584,302,3828,1446.0,728,0
328862,983806,662,1138,4104.0,728,0
328862,142745,662,1138,4104.0,728,0
328862,218097,662,3354,883.0,728,0
328862,1076388,662,3828,1446.0,728,0
328862,938558,662,1138,4104.0,728,0
328862,234418,464,3373,5148.0,525,0
328862,316274,464,3373,5148.0,525,0
328862,234418,464,3373,5148.0,525,0
328862,335216,464,3373,5148.0,525,0
328862,335216,464,3373,5148.0,525,0
328862,224761,464,3373,5148.0,525,0
328862,99625,464,3373,5148.0,525,0
328862,172370,464,3373,5148.0,525,0
328862,224761,464,3373,5148.0,525,0
328862,316274,464,3373,5148.0,525,0
328862,897293,1397,3828,1446.0,728,0
328862,408039,821,1138,4104.0,728,0
328862,723943,821,3828,1446.0,728,0
328862,743770,1397,3828,1446.0,728,0
328862,746692,662,3354,883.0,728,0
328862,636178,662,2159,8249.0,728,0
328862,611865,387,1138,4104.0,728,0
328862,1002584,302,3828,1446.0,728,0
328862,632777,662,3828,1446.0,728,0
328862,977039,662,3828,1446.0,728,0
328862,625386,1397,3828,1446.0,728,0
328862,632777,662,3828,1446.0,728,0
328862,853549,1591,1138,4104.0,728,0
328862,825551,154,1138,4104.0,728,0
328862,408039,821,1138,4104.0,728,2
328862,555540,662,3828,1446.0,728,0
328862,841339,662,1138,4104.0,728,0
328862,456203,662,3828,1446.0,728,0
328862,853549,1591,1138,4104.0,728,2
328862,437487,662,4094,7749.0,728,0
328862,289003,1591,1138,4104.0,728,0
328862,482931,1591,1138,4104.0,728,0
328862,18691,384,3828,1446.0,728,0
328862,865959,384,3828,1446.0,728,0
328862,811554,1397,3828,1446.0,728,0
328862,950272,1397,3828,1446.0,728,0
328862,694607,662,3828,1446.0,728,0
328862,456185,1397,3828,1446.0,728,0
328862,983806,662,1138,4104.0,728,0
328862,632777,662,3828,1446.0,728,0
328862,1017477,662,3828,1446.0,728,0
328862,816917,821,1138,4104.0,728,0
328862,881947,662,1138,4104.0,728,0
328862,865959,384,3828,1446.0,728,0
328862,548082,821,3828,1446.0,728,0
328862,1002584,302,3828,1446.0,728,2
328862,881947,662,1138,4104.0,728,2
328862,636510,1095,3828,1446.0,728,0
328862,49656,1397,3828,1446.0,728,0
328862,698690,1505,3828,1446.0,728,0
328862,591185,1397,1138,4104.0,728,0
328862,741068,1397,3828,1446.0,728,0
328862,209591,821,1138,4104.0,728,0
328862,694607,662,3828,1446.0,728,0
328862,127649,1397,3828,1446.0,728,0
328862,515018,1505,3828,1446.0,728,0
328862,1021957,154,1138,4104.0,728,0
328862,881947,662,1138,4104.0,728,0
328862,190238,302,3828,1446.0,728,0
328862,853549,1591,1138,4104.0,728,0
328862,671405,662,3828,1446.0,728,0
328862,482931,1591,1138,4104.0,728,2
328862,611865,387,1138,4104.0,728,0
328862,296339,1397,1138,4104.0,728,0
328862,924526,1141,2186,5367.0,1028,0
328862,642126,1271,173,4509.0,605,0
328862,879690,1577,4173,5376.0,605,0
328862,785616,302,4173,5376.0,605,0
328862,799087,833,173,4509.0,605,0
328862,786414,1397,4173,5376.0,605,0
328862,1099129,1271,2882,2661.0,829,0
234512,146770,1173,693,3186.0,625,0
234512,1106076,992,3783,8165.0,1016,0
234512,866567,1198,693,3186.0,625,0
234512,146770,1173,693,3186.0,625,2
234512,146770,1173,693,3186.0,625,0
234512,146770,1173,693,3186.0,625,0
234512,146770,1173,693,3186.0,625,0
234512,146770,1173,693,3186.0,625,0
234512,437874,1208,422,2276.0,1108,0
234512,399860,962,305,6300.0,1111,0
234512,240182,81,3018,4144.0,1111,2
234512,137298,1432,3271,6957.0,1111,2
234512,245026,389,830,6866.0,1111,0
234512,179830,1208,546,2276.0,1111,2
234512,817066,1611,2468,1392.0,1111,0
234512,826863,737,82,2971.0,616,0
234512,671367,737,556,4252.0,616,0
234512,175377,737,1595,5800.0,616,0
234512,1106076,992,3783,8165.0,1015,2
234512,568730,420,2468,1392.0,1111,0
234512,34570,1611,2468,1392.0,1111,0
234512,137298,1432,3271,6957.0,1111,0
234512,719701,389,4655,3157.0,1111,0
234512,137298,1432,3271,6957.0,1111,0
234512,1106076,992,3783,8165.0,1015,0
234512,944554,1432,323,320.0,1111,0
234512,524779,389,4655,3157.0,1111,0
234512,240182,81,3018,4580.0,1111,0
234512,944554,1432,323,320.0,1111,3
234512,585039,825,800,6326.0,1111,0
234512,1040938,1603,3271,6957.0,1111,0
234512,137298,1432,3271,6957.0,1111,0
234512,585039,825,800,6326.0,1111,0
234512,240182,81,3018,4580.0,1111,0
234512,910962,1023,2468,1392.0,1111,0
234512,1106076,992,3783,8165.0,1017,0
234512,601567,1553,4475,3174.0,1017,0
234512,1106076,992,3783,8165.0,1017,0
234512,601567,1553,4475,3174.0,1017,0
234512,1106076,992,3783,8165.0,1101,0
234512,1106076,992,3783,8165.0,1021,0
234512,585039,825,800,6326.0,1110,2
234512,585039,825,800,6326.0,1110,0
234512,437874,1208,422,2276.0,1110,0
234512,509193,276,1418,7141.0,1110,0
234512,572372,825,800,6326.0,1110,0
234512,758374,1129,3205,2270.0,1109,0
234512,953427,1280,1766,1297.0,1109,0
234512,585039,825,800,6326.0,1110,3
234512,585039,825,800,6326.0,1110,0
234512,585039,825,800,6326.0,1110,0
234512,233274,825,800,6326.0,1110,0
234512,585039,825,800,6326.0,1110,0
234512,311814,1129,1291,4859.0,1110,0
234512,585039,825,800,6326.0,1110,2
234512,1072981,1173,272,3186.0,625,0
356311,422447,1577,2213,6946.0,1030,0
356311,492131,1389,2213,6946.0,1030,0
356311,105072,1577,2213,6946.0,1030,0
356311,324807,1577,2213,6946.0,1030,0
356311,954063,1577,2213,6946.0,1030,0
356311,1099295,1129,2213,6946.0,1030,0
356311,444899,656,2916,5892.0,1030,0
356311,596926,656,2916,5892.0,1030,0
356311,1035681,656,2916,5892.0,1030,0
356311,770775,1172,2425,3542.0,917,0
356311,708413,1172,2425,3542.0,917,0
356311,770775,1172,2425,3542.0,917,0
356311,518537,1238,3760,3738.0,917,0
356311,117672,1172,2425,3542.0,917,0
356311,873338,1172,1040,4916.0,917,0
356311,873338,1172,1040,4916.0,917,0
356311,612799,1172,2425,3542.0,917,0
356311,272550,1172,2425,3542.0,917,0
356311,117672,1172,2425,3542.0,917,0
356311,1065663,1172,2425,3542.0,917,0
356311,819981,1431,4707,1176.0,905,0
356311,427727,1577,2213,6946.0,1030,0
356311,95474,1505,1221,7734.0,609,0
356311,238391,1095,1151,6536.0,613,0
356311,293659,1577,331,4094.0,609,0
356311,861447,1505,331,4094.0,609,0
356311,211132,1577,331,4094.0,609,0
356311,933982,1095,1151,6536.0,609,0
356311,160954,833,3149,5388.0,823,0
356311,841507,833,3149,5388.0,823,0
356311,179274,833,3149,5388.0,823,0
356311,734270,833,3149,5388.0,823,0
356311,529835,387,4947,4581.0,531,0
356311,100414,1577,2333,3950.0,701,0
356311,123077,1505,2333,3950.0,701,0
356311,199193,821,2333,3950.0,701,0
356311,282089,1577,2333,3950.0,701,0
356311,123077,1505,2333,3950.0,701,0
356311,298879,602,359,2197.0,531,0
356311,1070749,1112,4186,6035.0,605,0
356311,1016560,1129,1138,4104.0,1108,0
356311,230657,1129,1138,4104.0,1108,0
356311,1016560,1129,1138,4104.0,1108,0
356311,913745,1112,4186,6035.0,605,0
356311,947641,1112,4186,6035.0,605,0
356311,391988,1112,4186,6035.0,605,0
356311,810457,1112,4186,6035.0,605,0
356311,574842,1112,4186,6035.0,605,0
356311,249925,420,1723,8302.0,605,0
356311,391988,1112,4186,6035.0,605,0
356311,202490,1112,4186,6035.0,605,0
356311,848974,1129,1138,4104.0,1108,0
356311,324302,1046,347,240.0,1108,0
356311,819981,1431,4707,1176.0,1111,0
356311,59464,1129,3590,3815.0,1111,0
356311,758374,1129,3205,2270.0,1111,0
356311,933590,1129,2213,6946.0,1111,0
356311,413046,1129,3205,2270.0,1111,0
356311,113205,1129,3205,2270.0,1111,0
356311,113205,1129,3205,2270.0,1111,0
356311,601949,1505,2768,7735.0,604,0
356311,1017725,821,2768,7735.0,604,0
356311,716611,1577,3128,8391.0,604,0
356311,845451,1505,2768,7735.0,604,0
356311,783030,1505,2768,7735.0,604,0
356311,424232,1505,2768,7735.0,604,0
356311,659511,1505,2768,7735.0,604,0
356311,617569,662,2768,7735.0,604,0
356311,1017725,821,2768,7735.0,604,0
356311,880761,821,2768,7735.0,604,0
356311,371923,1505,2768,7735.0,604,0
356311,1017725,821,2768,7735.0,604,2
356311,601949,1505,2768,7735.0,604,0
356311,125829,1505,2768,7735.0,604,0
356311,1017725,821,2768,7735.0,604,0
356311,125829,1505,2768,7735.0,604,0
356311,371923,1505,2768,7735.0,604,0
356311,845451,1505,2768,7735.0,604,0
356311,1017725,821,2768,7735.0,604,0
356311,1017725,821,2768,7735.0,604,0
356311,1017725,821,2768,7735.0,604,0
356311,418376,1577,2768,7735.0,604,0
356311,371923,1505,2768,7735.0,604,0
356311,510170,1505,2768,7735.0,604,0
356311,1017725,821,2768,7735.0,604,0
356311,1017725,821,2768,7735.0,604,0
356311,757895,1653,455,5454.0,807,0
356311,575822,229,4650,2453.0,807,0
356311,575822,229,4650,2453.0,807,2
356311,238223,229,4650,2453.0,807,0
356311,238223,229,4650,2453.0,807,0
356311,585586,119,4650,2453.0,807,0
356311,238223,229,4650,2453.0,807,2
356311,575822,229,4650,2453.0,807,0
356311,575822,229,4650,2453.0,807,0
356311,335377,1129,3028,4608.0,1111,0
356311,50377,1129,3028,4608.0,1111,0
356311,758374,1129,3205,2270.0,1111,0
356311,1099295,1129,2213,6946.0,1111,0
356311,1009403,1129,2213,6946.0,1111,0
356311,998103,1129,3205,2270.0,1111,0
356311,758374,1129,3205,2270.0,1111,0
356311,931066,1129,3590,3815.0,1111,0
356311,79114,1389,2213,6946.0,1111,0
356311,113205,1129,3205,2270.0,1111,0
356311,685857,1129,2213,6946.0,1111,0
356311,998103,1129,3205,2270.0,1111,0
356311,998103,1129,3205,2270.0,1111,0
356311,758374,1129,3205,2270.0,1111,0
356311,758374,1129,3205,2270.0,1111,0
356311,830436,1129,3205,2270.0,1111,0
356311,113205,1129,3205,2270.0,1111,0
356311,1099295,1129,2213,6946.0,1111,0
356311,1042521,1129,3028,4608.0,1111,0
356311,758374,1129,3205,2270.0,1111,0
356311,913290,1129,2213,6946.0,1111,0
356311,830436,1129,3205,2270.0,1111,0
356311,981104,1431,4707,1176.0,1111,0
356311,1099295,1129,2213,6946.0,1111,0
356311,830436,1129,3205,2270.0,1111,0
356311,215289,1129,2213,6946.0,1111,0
356311,1099295,1129,2213,6946.0,1111,0
356311,951072,247,4707,1176.0,1111,0
356311,426658,1431,4707,1176.0,1111,0
356311,641422,1129,3205,2270.0,1111,0
356311,758374,1129,3205,2270.0,1111,0
356311,964080,664,1783,5041.0,1111,2
356311,308537,664,1783,5041.0,1111,2
356311,758374,1129,3205,2270.0,1111,0
356311,758374,1129,3205,2270.0,1111,2
356311,246033,664,1783,5041.0,1111,2
356311,1042521,1129,3028,4608.0,1111,0
356311,981040,1129,2741,7549.0,1111,0
356311,59464,1129,3590,3815.0,1111,0
356311,585057,1577,3760,3738.0,1111,0
356311,269842,1129,2213,6946.0,1111,0
356311,236400,1129,3205,2270.0,1111,0
356311,998103,1129,3205,2270.0,1111,0
356311,236400,1129,3205,2270.0,1111,0
356311,1099295,1129,2213,6946.0,1111,0
356311,269842,1129,2213,6946.0,1111,0
356311,758374,1129,3205,2270.0,1111,0
356311,50377,1129,3028,4608.0,1111,0
356311,998103,1129,3205,2270.0,1111,0
356311,269842,1129,2213,6946.0,1111,0
356311,931066,1129,3590,3815.0,1111,0
356311,183399,1389,2213,6946.0,1111,0
356311,1099295,1129,2213,6946.0,1111,0
356311,269842,1129,2213,6946.0,1111,0
356311,413046,1129,3205,2270.0,1111,0
356311,492131,1389,2213,6946.0,1111,0
356311,3208,1129,2741,7549.0,1111,0
356311,518537,1238,3760,3738.0,909,0
356311,451941,821,4949,706.0,520,0
356311,972146,1238,1098,5543.0,909,0
356311,805835,821,4949,706.0,520,0
356311,492131,1389,2213,6946.0,1030,0
272389,634862,748,3354,883.0,1104,0
272389,585540,1181,1963,6109.0,1104,0
272389,400477,384,1595,5800.0,1104,0
272389,807126,1181,1963,6109.0,1104,0
272389,376933,276,1595,5800.0,1104,0
272389,506147,1075,1595,5800.0,1104,0
272389,957933,384,1595,5800.0,1104,0
272389,969906,276,1595,5800.0,1104,0
272389,1049137,384,1595,5800.0,1104,0
272389,1035355,1075,1595,5800.0,1104,0
272389,876237,1075,1595,5800.0,1104,0
272389,951234,384,1595,5800.0,1104,0
272389,913350,946,1595,5800.0,1104,0
272389,587104,384,1595,5800.0,1104,0
272389,707654,384,1595,5800.0,1104,0
272389,654029,1023,1595,5800.0,1104,0
272389,136083,384,1595,5800.0,1104,0
272389,153679,384,1595,5800.0,1104,0
272389,521434,384,1595,5800.0,1104,0
272389,823051,1157,1244,1128.0,1111,0
272389,1112375,1112,4186,6035.0,1111,0
272389,1112375,1112,4186,6035.0,1111,0
272389,1070749,1112,4186,6035.0,1111,0
272389,1112375,1112,4186,6035.0,1111,0
272389,1112375,1112,4186,6035.0,1111,2
272389,329491,384,1595,5800.0,1104,0
139859,705376,4,2743,4475.0,923,0
139859,705376,4,2743,4475.0,923,0
139859,144011,4,2743,4475.0,923,0
139859,626485,1349,1251,2072.0,809,0
139859,966114,1349,802,2072.0,809,0
139859,873057,1075,259,5014.0,809,0
139859,609965,1118,167,6065.0,618,0
139859,141725,1349,802,2072.0,809,0
139859,745225,1438,259,5014.0,809,0
139859,1075877,648,4825,3189.0,629,0
139859,333330,648,2017,5246.0,629,0
139859,498978,648,2566,821.0,629,0
139859,882631,1525,2365,7457.0,716,0
139859,342114,1113,1361,7365.0,1007,0
