,value_counts
3157.0,12316
4555.0,12299
7914.0,12280
7340.0,12250
1654.0,12238
2516.0,12198
6314.0,12197
170.0,12182
8204.0,12175
1393.0,12172
4838.0,12168
568.0,12152
8364.0,12146
7604.0,12132
6121.0,12131
2594.0,12093
3238.0,12088
4615.0,12080
3199.0,12074
5225.0,12055
657.0,12051
4777.0,12031
7956.0,12030
7890.0,12028
7844.0,12022
2989.0,11988
1611.0,11943
3141.0,11942
4273.0,11940
748.0,11915
5022.0,11912
5353.0,11899
5655.0,11886
1119.0,11879
7652.0,11842
4564.0,11791
344.0,11774
525.0,11767
1473.0,11760
7170.0,11748
2543.0,11734
1921.0,11728
1746.0,11713
1970.0,11705
3241.0,11703
1791.0,11692
213.0,11683
2551.0,11682
527.0,11676
5228.0,11637
3000.0,11632
6182.0,11610
7734.0,11606
724.0,11602
5966.0,11554
3384.0,11520
5015.0,11514
7907.0,11487
7123.0,11486
2919.0,11482
6346.0,11482
2470.0,11470
620.0,11467
3591.0,11457
4174.0,11441
8186.0,11440
5161.0,11426
2029.0,11415
7911.0,11407
392.0,11353
2698.0,11332
7687.0,11327
5636.0,11324
5857.0,11303
4192.0,11301
6555.0,11301
2523.0,11299
5207.0,11297
2679.0,11297
3889.0,11286
1886.0,11271
142.0,11270
581.0,11269
7086.0,11254
4585.0,11242
2032.0,11237
6434.0,11203
6865.0,11182
1097.0,11180
3758.0,11180
133.0,11179
8122.0,11179
4761.0,11176
1933.0,11125
5365.0,11112
5456.0,11112
3818.0,11105
5411.0,11105
1003.0,11104
2584.0,11096
2742.0,11079
6305.0,11075
2828.0,11074
843.0,11059
88.0,11058
7945.0,11034
7218.0,11022
2395.0,10991
1219.0,10971
2730.0,10967
7592.0,10958
6158.0,10951
1758.0,10950
4435.0,10944
4052.0,10939
430.0,10927
8419.0,10927
4724.0,10901
3178.0,10883
3769.0,10882
5263.0,10857
2815.0,10831
1565.0,10820
4389.0,10784
6897.0,10780
7004.0,10773
4221.0,10772
1353.0,10767
4731.0,10756
2793.0,10755
5715.0,10745
4708.0,10744
6356.0,10725
2026.0,10706
5201.0,10659
6695.0,10655
201.0,10632
7555.0,10610
3230.0,10585
1459.0,10577
1925.0,10577
6089.0,10557
754.0,10553
7871.0,10530
6916.0,10521
8415.0,10520
8282.0,10510
173.0,10509
721.0,10508
3326.0,10496
7722.0,10495
7961.0,10478
1308.0,10478
4816.0,10470
1618.0,10461
434.0,10452
4537.0,10446
323.0,10428
4627.0,10422
562.0,10413
989.0,10387
6623.0,10386
4809.0,10378
8008.0,10377
2982.0,10375
5068.0,10362
115.0,10345
3671.0,10339
3979.0,10336
2514.0,10329
5008.0,10321
4230.0,10300
7357.0,10287
1811.0,10282
3983.0,10271
6072.0,10258
72.0,10250
4712.0,10244
6313.0,10243
259.0,10233
6864.0,10209
3814.0,10204
187.0,10202
7783.0,10160
6748.0,10158
6784.0,10153
532.0,10137
947.0,10093
1242.0,10082
7896.0,10056
7982.0,10022
3107.0,10016
5471.0,9982
2020.0,9961
3716.0,9959
3402.0,9954
2708.0,9919
2292.0,9907
7597.0,9906
3432.0,9906
8376.0,9901
356.0,9891
2925.0,9869
6624.0,9855
7520.0,9841
2741.0,9837
3214.0,9830
1259.0,9826
1593.0,9781
1699.0,9775
1930.0,9773
4164.0,9760
6176.0,9748
8031.0,9743
7124.0,9727
6875.0,9712
7668.0,9688
6020.0,9674
7408.0,9664
7706.0,9654
1667.0,9648
1314.0,9648
2414.0,9646
8258.0,9627
1176.0,9622
3018.0,9620
1232.0,9616
8459.0,9614
8006.0,9595
1419.0,9593
5446.0,9587
7168.0,9554
1027.0,9547
6154.0,9538
4661.0,9515
2515.0,9498
7948.0,9466
913.0,9464
7875.0,9456
5076.0,9439
4744.0,9429
2661.0,9428
2912.0,9423
6988.0,9421
2004.0,9420
4876.0,9417
3971.0,9415
30.0,9403
5315.0,9396
3533.0,9389
8028.0,9387
3009.0,9375
2673.0,9359
5959.0,9352
3332.0,9339
8236.0,9338
5517.0,9325
1781.0,9318
4176.0,9308
6015.0,9305
7023.0,9299
1681.0,9293
2449.0,9285
3475.0,9285
3681.0,9283
7495.0,9280
2849.0,9278
6258.0,9268
2833.0,9250
684.0,9235
7435.0,9230
3022.0,9228
3844.0,9209
2575.0,9208
5233.0,9201
625.0,9192
1883.0,9188
2453.0,9186
4530.0,9185
5166.0,9175
2526.0,9174
7135.0,9164
3284.0,9150
2372.0,9144
4123.0,9135
7076.0,9129
6337.0,9128
5006.0,9125
6746.0,9117
7174.0,9110
4815.0,9106
4367.0,9101
3040.0,9101
6183.0,9095
1881.0,9077
1155.0,9047
5627.0,9044
3678.0,9042
1691.0,9037
560.0,9028
3865.0,9023
8165.0,9004
1457.0,8997
4419.0,8990
2468.0,8982
6967.0,8978
4452.0,8961
5009.0,8960
65.0,8952
3883.0,8946
6789.0,8944
7967.0,8942
5303.0,8934
3530.0,8921
1671.0,8906
4271.0,8900
4985.0,8884
7759.0,8880
6171.0,8867
811.0,8863
6441.0,8862
2005.0,8855
3882.0,8796
4913.0,8781
5313.0,8781
2173.0,8774
1740.0,8764
8120.0,8761
4572.0,8759
4988.0,8717
2493.0,8709
3634.0,8700
8118.0,8697
3590.0,8682
2317.0,8672
3452.0,8663
442.0,8653
1049.0,8652
1547.0,8652
7437.0,8643
670.0,8641
4828.0,8638
5307.0,8638
4566.0,8634
4246.0,8630
3683.0,8630
297.0,8620
547.0,8620
6915.0,8602
6808.0,8585
3720.0,8581
1932.0,8578
432.0,8577
6936.0,8575
6191.0,8569
6984.0,8558
5697.0,8555
983.0,8554
5098.0,8548
5975.0,8524
3721.0,8522
2235.0,8512
7521.0,8509
198.0,8505
68.0,8502
2512.0,8498
6041.0,8494
3078.0,8492
5029.0,8484
771.0,8474
3181.0,8472
6224.0,8455
7889.0,8437
865.0,8421
4650.0,8414
5092.0,8404
1244.0,8398
3986.0,8392
2314.0,8388
2971.0,8382
4994.0,8367
3846.0,8363
3593.0,8358
6648.0,8353
5597.0,8349
5861.0,8349
3908.0,8345
4324.0,8343
6315.0,8337
2370.0,8336
5038.0,8332
3096.0,8331
2921.0,8322
6232.0,8307
1286.0,8296
487.0,8290
5729.0,8288
5506.0,8272
8327.0,8271
7751.0,8271
5023.0,8266
751.0,8249
3508.0,8246
5084.0,8245
5920.0,8243
5146.0,8236
104.0,8231
3428.0,8184
7529.0,8183
7651.0,8170
1065.0,8169
6291.0,8153
4887.0,8152
2440.0,8147
2817.0,8137
5553.0,8137
3845.0,8127
2254.0,8123
7029.0,8114
600.0,8112
1464.0,8103
2773.0,8095
3226.0,8089
6887.0,8087
4482.0,8084
5604.0,8068
2980.0,8062
2923.0,8058
8005.0,8049
4930.0,8037
4881.0,8034
4668.0,8032
1664.0,8027
2723.0,8025
2803.0,8025
4529.0,8017
1387.0,8012
1532.0,8011
2214.0,8009
2046.0,8008
216.0,8006
3834.0,7993
8308.0,7982
2444.0,7982
3604.0,7982
7630.0,7969
7989.0,7957
6300.0,7947
7629.0,7947
7711.0,7941
7802.0,7938
1846.0,7935
4267.0,7934
4916.0,7933
6976.0,7932
4952.0,7924
879.0,7919
845.0,7919
7249.0,7914
7940.0,7910
1203.0,7908
2340.0,7908
3077.0,7903
5780.0,7892
4358.0,7889
7585.0,7884
1635.0,7881
7639.0,7876
6048.0,7870
2070.0,7860
5074.0,7853
4683.0,7848
8036.0,7847
2458.0,7846
7873.0,7844
579.0,7832
6412.0,7827
790.0,7814
6822.0,7812
8077.0,7809
4921.0,7782
3832.0,7776
6482.0,7775
2643.0,7774
1483.0,7774
7886.0,7760
3666.0,7758
469.0,7738
7960.0,7736
7166.0,7733
7090.0,7730
6581.0,7725
3545.0,7712
3862.0,7705
8390.0,7700
6874.0,7684
2565.0,7683
4160.0,7683
4827.0,7666
973.0,7666
1071.0,7666
7752.0,7665
5983.0,7660
3070.0,7659
1052.0,7658
899.0,7656
7938.0,7654
7862.0,7652
19.0,7637
3843.0,7626
3735.0,7616
7430.0,7610
673.0,7609
5750.0,7608
7524.0,7598
7349.0,7597
387.0,7590
585.0,7587
5503.0,7585
1307.0,7563
5388.0,7559
6375.0,7558
6372.0,7553
98.0,7547
5617.0,7539
1668.0,7526
5330.0,7524
3565.0,7521
5985.0,7516
7971.0,7512
3024.0,7490
5028.0,7489
3373.0,7486
2821.0,7484
4399.0,7480
6343.0,7459
7175.0,7453
5444.0,7453
2768.0,7447
3188.0,7446
8055.0,7444
7259.0,7439
6288.0,7435
2518.0,7433
6792.0,7431
6805.0,7428
7946.0,7425
1394.0,7420
2630.0,7415
7998.0,7412
2302.0,7404
5974.0,7404
5172.0,7402
4403.0,7401
3958.0,7400
2922.0,7394
1237.0,7363
3281.0,7346
4393.0,7340
829.0,7334
2379.0,7331
6149.0,7315
6399.0,7290
702.0,7281
962.0,7258
8099.0,7256
6863.0,7244
6968.0,7243
7212.0,7234
5196.0,7230
7061.0,7222
3250.0,7195
7072.0,7189
2981.0,7188
1055.0,7185
3774.0,7164
1784.0,7152
6173.0,7151
965.0,7135
4179.0,7122
459.0,7109
1208.0,7106
2813.0,7104
1399.0,7101
619.0,7100
4748.0,7095
6568.0,7091
7457.0,7083
8425.0,7081
1292.0,7078
1311.0,7074
4304.0,7074
1104.0,7072
5533.0,7072
3749.0,7058
8463.0,7047
4296.0,7037
7155.0,7030
1342.0,7023
7309.0,7013
3476.0,7009
8057.0,7002
6679.0,7000
780.0,6996
3461.0,6994
7407.0,6980
1783.0,6979
5004.0,6978
4172.0,6978
8465.0,6967
7206.0,6966
3608.0,6956
8337.0,6951
313.0,6939
7201.0,6934
375.0,6931
7621.0,6931
642.0,6911
592.0,6898
2558.0,6875
6798.0,6870
6957.0,6869
2712.0,6863
5132.0,6857
4064.0,6848
335.0,6843
1701.0,6838
1385.0,6838
3718.0,6830
6390.0,6827
3972.0,6823
2616.0,6823
1629.0,6822
6340.0,6818
4000.0,6813
498.0,6809
1698.0,6807
7549.0,6799
6362.0,6798
2358.0,6793
2927.0,6782
8045.0,6778
5678.0,6778
4139.0,6758
2355.0,6753
7504.0,6748
7190.0,6747
623.0,6745
1607.0,6743
3931.0,6737
3398.0,6730
5383.0,6720
7608.0,6717
7419.0,6716
7837.0,6715
3699.0,6707
799.0,6698
6790.0,6695
5283.0,6681
6123.0,6672
4112.0,6672
484.0,6656
8325.0,6651
406.0,6646
55.0,6646
2274.0,6636
7539.0,6634
6927.0,6632
3559.0,6626
2422.0,6618
6023.0,6611
3747.0,6604
299.0,6602
5740.0,6598
1574.0,6589
1794.0,6584
7184.0,6577
4383.0,6573
7128.0,6565
616.0,6557
3542.0,6556
777.0,6555
7404.0,6553
5763.0,6553
3043.0,6548
6407.0,6547
1548.0,6540
3672.0,6537
8259.0,6529
3360.0,6524
6629.0,6520
382.0,6503
7171.0,6503
8052.0,6503
3052.0,6503
6190.0,6493
866.0,6490
1713.0,6489
7149.0,6489
6627.0,6486
3600.0,6482
4028.0,6482
1480.0,6481
84.0,6480
87.0,6480
2672.0,6478
7581.0,6476
178.0,6474
4288.0,6472
5091.0,6472
6990.0,6471
546.0,6465
6781.0,6445
1001.0,6441
7900.0,6439
3607.0,6433
5863.0,6432
6228.0,6432
2107.0,6424
3686.0,6415
4818.0,6414
7854.0,6409
1173.0,6407
5584.0,6399
6827.0,6399
60.0,6395
3744.0,6394
3046.0,6394
1168.0,6393
2407.0,6388
3004.0,6386
3491.0,6384
8367.0,6384
2083.0,6383
6563.0,6382
3981.0,6362
5425.0,6356
7087.0,6353
1672.0,6352
1992.0,6351
391.0,6350
818.0,6350
2467.0,6343
1147.0,6338
2374.0,6337
8213.0,6329
3094.0,6323
5438.0,6323
5014.0,6321
1674.0,6316
188.0,6316
3254.0,6304
2547.0,6302
7599.0,6300
2027.0,6284
2625.0,6280
5876.0,6273
932.0,6270
435.0,6268
2263.0,6266
2763.0,6261
6016.0,6259
4730.0,6247
1217.0,6246
428.0,6231
698.0,6229
2111.0,6217
4260.0,6214
2979.0,6212
5046.0,6207
5559.0,6199
2377.0,6194
1893.0,6193
494.0,6186
2204.0,6180
6815.0,6176
1012.0,6176
5988.0,6157
572.0,6154
2645.0,6153
1770.0,6147
6242.0,6147
7248.0,6144
4421.0,6143
4327.0,6140
2262.0,6133
1812.0,6128
4084.0,6128
3307.0,6125
7552.0,6117
2069.0,6116
5347.0,6113
1687.0,6109
2402.0,6107
479.0,6100
7505.0,6096
875.0,6095
3574.0,6094
1367.0,6093
1487.0,6092
140.0,6090
1230.0,6082
3486.0,6080
5337.0,6075
4277.0,6048
5565.0,6042
5702.0,6039
4882.0,6036
2913.0,6034
4895.0,6028
4066.0,6027
1189.0,6012
2321.0,6000
6549.0,5999
5958.0,5993
6029.0,5992
4264.0,5987
3192.0,5983
4423.0,5982
7276.0,5981
7899.0,5979
3044.0,5971
1083.0,5960
4852.0,5958
6795.0,5958
3302.0,5955
4722.0,5952
6124.0,5944
8060.0,5943
914.0,5943
7874.0,5940
4417.0,5935
5343.0,5935
6437.0,5934
183.0,5922
7070.0,5921
3469.0,5917
7341.0,5912
7482.0,5910
13.0,5909
1284.0,5908
8246.0,5900
2825.0,5882
3118.0,5881
1815.0,5880
4498.0,5880
2963.0,5879
8305.0,5876
1268.0,5876
1139.0,5874
